batch_id,batch_name,configured_experiment_count,completed_experiment_count,completion_percent,is_complete,experiment_count,ranking_config_id,ranking_row_count,recommendation_count,generated_file_count,all_expected_files_ok,missing_or_invalid_file_count,fuzzy_logic_status,scientific_status,manifest_path
sample_no_replanning_batch_001,Sample no-replanning and replanning batch,12,12,100.0,True,12,default_objective_delta_ranking_v1,12,4,8,True,0,not_used_in_main_pipeline,pipeline_validation_only,analysis\reports\sample_no_replanning_batch_001_analysis_manifest.json
