batch_id,scenario_family_id,severity_id,profile_id,sensitivity_reason,policy_id,replanning_method_id,recommendation_class,rank,ranking_score,dominant_metric,mean_delta_objective_value,mean_delta_makespan,mean_delta_total_travel_time,mean_delta_total_service_time,mean_delta_total_waiting_time,mean_total_lateness,mean_late_task_count,mean_effect_count,investigation_status,interpretation
campaign_service_delay_only_moderate_batch,service_delay_only,moderate,balanced_operational,same_policy_but_recommendation_class_changes_across_profiles,no_replanning_policy_v1,replanning_not_implemented_v1,weak_or_tied,1,0.0,mean_delta_total_service_time,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,requires_recommendation_class_explanation,"The recommended policy remains the same, but the recommendation class changes under different ranking profiles. This means the policy choice looks stable, but the strength or quality of the recommendation is fragile."
campaign_service_delay_only_moderate_batch,service_delay_only,moderate,conservative_replanning,same_policy_but_recommendation_class_changes_across_profiles,no_replanning_policy_v1,replanning_not_implemented_v1,keep_plan_candidate,1,0.0,mean_delta_total_service_time,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,requires_recommendation_class_explanation,"The recommended policy remains the same, but the recommendation class changes under different ranking profiles. This means the policy choice looks stable, but the strength or quality of the recommendation is fragile."
campaign_service_delay_only_moderate_batch,service_delay_only,moderate,makespan_priority,same_policy_but_recommendation_class_changes_across_profiles,no_replanning_policy_v1,replanning_not_implemented_v1,weak_or_tied,1,0.0,mean_delta_total_service_time,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,requires_recommendation_class_explanation,"The recommended policy remains the same, but the recommendation class changes under different ranking profiles. This means the policy choice looks stable, but the strength or quality of the recommendation is fragile."
campaign_service_delay_only_moderate_batch,service_delay_only,moderate,objective_only,same_policy_but_recommendation_class_changes_across_profiles,no_replanning_policy_v1,replanning_not_implemented_v1,weak_or_tied,1,0.0,mean_delta_total_service_time,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,requires_recommendation_class_explanation,"The recommended policy remains the same, but the recommendation class changes under different ranking profiles. This means the policy choice looks stable, but the strength or quality of the recommendation is fragile."
campaign_service_delay_only_severe_batch,service_delay_only,severe,balanced_operational,same_policy_but_recommendation_class_changes_across_profiles,no_replanning_policy_v1,replanning_not_implemented_v1,weak_or_tied,1,0.0,mean_delta_total_service_time,0.0,0.0,0.0,63.0,0.0,0.0,0.0,1.0,requires_recommendation_class_explanation,"The recommended policy remains the same, but the recommendation class changes under different ranking profiles. This means the policy choice looks stable, but the strength or quality of the recommendation is fragile."
campaign_service_delay_only_severe_batch,service_delay_only,severe,conservative_replanning,same_policy_but_recommendation_class_changes_across_profiles,no_replanning_policy_v1,replanning_not_implemented_v1,keep_plan_candidate,1,0.0,mean_delta_total_service_time,0.0,0.0,0.0,63.0,0.0,0.0,0.0,1.0,requires_recommendation_class_explanation,"The recommended policy remains the same, but the recommendation class changes under different ranking profiles. This means the policy choice looks stable, but the strength or quality of the recommendation is fragile."
campaign_service_delay_only_severe_batch,service_delay_only,severe,makespan_priority,same_policy_but_recommendation_class_changes_across_profiles,no_replanning_policy_v1,replanning_not_implemented_v1,weak_or_tied,1,0.0,mean_delta_total_service_time,0.0,0.0,0.0,63.0,0.0,0.0,0.0,1.0,requires_recommendation_class_explanation,"The recommended policy remains the same, but the recommendation class changes under different ranking profiles. This means the policy choice looks stable, but the strength or quality of the recommendation is fragile."
campaign_service_delay_only_severe_batch,service_delay_only,severe,objective_only,same_policy_but_recommendation_class_changes_across_profiles,no_replanning_policy_v1,replanning_not_implemented_v1,weak_or_tied,1,0.0,mean_delta_total_service_time,0.0,0.0,0.0,63.0,0.0,0.0,0.0,1.0,requires_recommendation_class_explanation,"The recommended policy remains the same, but the recommendation class changes under different ranking profiles. This means the policy choice looks stable, but the strength or quality of the recommendation is fragile."
